batch_id,product_id,product_name,category,arrival_date,arrival_timestamp,quantity_received,quantity_available,unit_cost,total_cost,expiration_date,expiration_time,shelf_life_days,days_until_expiry,status,storage_temp_required,supplier_id
BATCH_00510,P006,Lobster Tail,Seafood,2023-05-07,2023-05-07 06:00:00,42,42,35.0,1470.0,2023-05-09,2023-05-09 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00511,P007,Pasta Carbonara,Pasta,2023-05-07,2023-05-07 06:00:00,188,188,6.0,1128.0,2023-05-14,2023-05-14 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00512,P008,French Onion Soup,Soups,2023-05-07,2023-05-07 06:00:00,128,128,3.5,448.0,2023-05-12,2023-05-12 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00513,P009,Chocolate Lava Cake,Desserts,2023-05-07,2023-05-07 06:00:00,114,114,4.0,456.0,2023-05-11,2023-05-11 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00514,P010,Craft Beer (Draft),Beverages,2023-05-07,2023-05-07 06:00:00,299,299,3.0,897.0,2023-05-21,2023-05-21 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00515,P011,House Wine (Glass),Beverages,2023-05-07,2023-05-07 06:00:00,165,165,4.0,660.0,2023-06-06,2023-06-06 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00516,P012,Ice Cream Sundae,Desserts,2023-05-07,2023-05-07 06:00:00,68,68,3.0,204.0,2023-07-06,2023-07-06 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00517,P001,Fresh Salmon Fillet,Seafood,2023-05-10,2023-05-10 06:00:00,78,78,18.5,1443.0,2023-05-13,2023-05-13 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00518,P002,Ribeye Steak,Meat,2023-05-10,2023-05-10 06:00:00,110,110,22.0,2420.0,2023-05-15,2023-05-15 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00519,P003,Caesar Salad Mix,Vegetables,2023-05-10,2023-05-10 06:00:00,174,174,4.5,783.0,2023-05-14,2023-05-14 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00520,P004,Tiramisu Dessert,Desserts,2023-05-10,2023-05-10 06:00:00,100,100,5.0,500.0,2023-05-13,2023-05-13 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00521,P005,Grilled Chicken Breast,Meat,2023-05-10,2023-05-10 06:00:00,170,170,8.0,1360.0,2023-05-14,2023-05-14 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00522,P006,Lobster Tail,Seafood,2023-05-10,2023-05-10 06:00:00,37,37,35.0,1295.0,2023-05-12,2023-05-12 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00523,P007,Pasta Carbonara,Pasta,2023-05-10,2023-05-10 06:00:00,212,212,6.0,1272.0,2023-05-17,2023-05-17 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00524,P008,French Onion Soup,Soups,2023-05-10,2023-05-10 06:00:00,148,148,3.5,518.0,2023-05-15,2023-05-15 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00525,P009,Chocolate Lava Cake,Desserts,2023-05-10,2023-05-10 06:00:00,111,111,4.0,444.0,2023-05-14,2023-05-14 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00526,P010,Craft Beer (Draft),Beverages,2023-05-10,2023-05-10 06:00:00,260,260,3.0,780.0,2023-05-24,2023-05-24 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00527,P011,House Wine (Glass),Beverages,2023-05-10,2023-05-10 06:00:00,191,191,4.0,764.0,2023-06-09,2023-06-09 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00528,P012,Ice Cream Sundae,Desserts,2023-05-10,2023-05-10 06:00:00,75,75,3.0,225.0,2023-07-09,2023-07-09 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00529,P001,Fresh Salmon Fillet,Seafood,2023-05-13,2023-05-13 06:00:00,69,69,18.5,1276.5,2023-05-16,2023-05-16 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00530,P002,Ribeye Steak,Meat,2023-05-13,2023-05-13 06:00:00,112,112,22.0,2464.0,2023-05-18,2023-05-18 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00531,P003,Caesar Salad Mix,Vegetables,2023-05-13,2023-05-13 06:00:00,165,165,4.5,742.5,2023-05-17,2023-05-17 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00532,P004,Tiramisu Dessert,Desserts,2023-05-13,2023-05-13 06:00:00,136,136,5.0,680.0,2023-05-16,2023-05-16 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00533,P005,Grilled Chicken Breast,Meat,2023-05-13,2023-05-13 06:00:00,194,194,8.0,1552.0,2023-05-17,2023-05-17 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00534,P006,Lobster Tail,Seafood,2023-05-13,2023-05-13 06:00:00,40,40,35.0,1400.0,2023-05-15,2023-05-15 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00535,P007,Pasta Carbonara,Pasta,2023-05-13,2023-05-13 06:00:00,199,199,6.0,1194.0,2023-05-20,2023-05-20 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00536,P008,French Onion Soup,Soups,2023-05-13,2023-05-13 06:00:00,153,153,3.5,535.5,2023-05-18,2023-05-18 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00537,P009,Chocolate Lava Cake,Desserts,2023-05-13,2023-05-13 06:00:00,111,111,4.0,444.0,2023-05-17,2023-05-17 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00538,P010,Craft Beer (Draft),Beverages,2023-05-13,2023-05-13 06:00:00,239,239,3.0,717.0,2023-05-27,2023-05-27 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00539,P011,House Wine (Glass),Beverages,2023-05-13,2023-05-13 06:00:00,194,194,4.0,776.0,2023-06-12,2023-06-12 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00540,P012,Ice Cream Sundae,Desserts,2023-05-13,2023-05-13 06:00:00,71,71,3.0,213.0,2023-07-12,2023-07-12 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00541,P001,Fresh Salmon Fillet,Seafood,2023-05-16,2023-05-16 06:00:00,96,96,18.5,1776.0,2023-05-19,2023-05-19 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00542,P002,Ribeye Steak,Meat,2023-05-16,2023-05-16 06:00:00,102,102,22.0,2244.0,2023-05-21,2023-05-21 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00543,P003,Caesar Salad Mix,Vegetables,2023-05-16,2023-05-16 06:00:00,133,133,4.5,598.5,2023-05-20,2023-05-20 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00544,P004,Tiramisu Dessert,Desserts,2023-05-16,2023-05-16 06:00:00,122,122,5.0,610.0,2023-05-19,2023-05-19 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00545,P005,Grilled Chicken Breast,Meat,2023-05-16,2023-05-16 06:00:00,172,172,8.0,1376.0,2023-05-20,2023-05-20 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00546,P006,Lobster Tail,Seafood,2023-05-16,2023-05-16 06:00:00,37,37,35.0,1295.0,2023-05-18,2023-05-18 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00547,P007,Pasta Carbonara,Pasta,2023-05-16,2023-05-16 06:00:00,155,155,6.0,930.0,2023-05-23,2023-05-23 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00548,P008,French Onion Soup,Soups,2023-05-16,2023-05-16 06:00:00,140,140,3.5,490.0,2023-05-21,2023-05-21 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00549,P009,Chocolate Lava Cake,Desserts,2023-05-16,2023-05-16 06:00:00,99,99,4.0,396.0,2023-05-20,2023-05-20 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00550,P010,Craft Beer (Draft),Beverages,2023-05-16,2023-05-16 06:00:00,290,290,3.0,870.0,2023-05-30,2023-05-30 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00551,P011,House Wine (Glass),Beverages,2023-05-16,2023-05-16 06:00:00,199,199,4.0,796.0,2023-06-15,2023-06-15 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00552,P012,Ice Cream Sundae,Desserts,2023-05-16,2023-05-16 06:00:00,93,93,3.0,279.0,2023-07-15,2023-07-15 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00553,P001,Fresh Salmon Fillet,Seafood,2023-05-19,2023-05-19 06:00:00,84,84,18.5,1554.0,2023-05-22,2023-05-22 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00554,P002,Ribeye Steak,Meat,2023-05-19,2023-05-19 06:00:00,101,101,22.0,2222.0,2023-05-24,2023-05-24 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00555,P003,Caesar Salad Mix,Vegetables,2023-05-19,2023-05-19 06:00:00,168,168,4.5,756.0,2023-05-23,2023-05-23 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00556,P004,Tiramisu Dessert,Desserts,2023-05-19,2023-05-19 06:00:00,111,111,5.0,555.0,2023-05-22,2023-05-22 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00557,P005,Grilled Chicken Breast,Meat,2023-05-19,2023-05-19 06:00:00,143,143,8.0,1144.0,2023-05-23,2023-05-23 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00558,P006,Lobster Tail,Seafood,2023-05-19,2023-05-19 06:00:00,32,32,35.0,1120.0,2023-05-21,2023-05-21 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00559,P007,Pasta Carbonara,Pasta,2023-05-19,2023-05-19 06:00:00,198,198,6.0,1188.0,2023-05-26,2023-05-26 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00560,P008,French Onion Soup,Soups,2023-05-19,2023-05-19 06:00:00,137,137,3.5,479.5,2023-05-24,2023-05-24 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00561,P009,Chocolate Lava Cake,Desserts,2023-05-19,2023-05-19 06:00:00,106,106,4.0,424.0,2023-05-23,2023-05-23 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00562,P010,Craft Beer (Draft),Beverages,2023-05-19,2023-05-19 06:00:00,236,236,3.0,708.0,2023-06-02,2023-06-02 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00563,P011,House Wine (Glass),Beverages,2023-05-19,2023-05-19 06:00:00,171,171,4.0,684.0,2023-06-18,2023-06-18 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00564,P012,Ice Cream Sundae,Desserts,2023-05-19,2023-05-19 06:00:00,67,67,3.0,201.0,2023-07-18,2023-07-18 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00565,P001,Fresh Salmon Fillet,Seafood,2023-05-22,2023-05-22 06:00:00,78,78,18.5,1443.0,2023-05-25,2023-05-25 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00566,P002,Ribeye Steak,Meat,2023-05-22,2023-05-22 06:00:00,102,102,22.0,2244.0,2023-05-27,2023-05-27 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00567,P003,Caesar Salad Mix,Vegetables,2023-05-22,2023-05-22 06:00:00,142,142,4.5,639.0,2023-05-26,2023-05-26 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00568,P004,Tiramisu Dessert,Desserts,2023-05-22,2023-05-22 06:00:00,112,112,5.0,560.0,2023-05-25,2023-05-25 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00569,P005,Grilled Chicken Breast,Meat,2023-05-22,2023-05-22 06:00:00,189,189,8.0,1512.0,2023-05-26,2023-05-26 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00570,P006,Lobster Tail,Seafood,2023-05-22,2023-05-22 06:00:00,37,37,35.0,1295.0,2023-05-24,2023-05-24 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00571,P007,Pasta Carbonara,Pasta,2023-05-22,2023-05-22 06:00:00,182,182,6.0,1092.0,2023-05-29,2023-05-29 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00572,P008,French Onion Soup,Soups,2023-05-22,2023-05-22 06:00:00,145,145,3.5,507.5,2023-05-27,2023-05-27 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00573,P009,Chocolate Lava Cake,Desserts,2023-05-22,2023-05-22 06:00:00,95,95,4.0,380.0,2023-05-26,2023-05-26 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00574,P010,Craft Beer (Draft),Beverages,2023-05-22,2023-05-22 06:00:00,275,275,3.0,825.0,2023-06-05,2023-06-05 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00575,P011,House Wine (Glass),Beverages,2023-05-22,2023-05-22 06:00:00,224,224,4.0,896.0,2023-06-21,2023-06-21 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00576,P012,Ice Cream Sundae,Desserts,2023-05-22,2023-05-22 06:00:00,95,95,3.0,285.0,2023-07-21,2023-07-21 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00577,P001,Fresh Salmon Fillet,Seafood,2023-05-25,2023-05-25 06:00:00,71,71,18.5,1313.5,2023-05-28,2023-05-28 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00578,P002,Ribeye Steak,Meat,2023-05-25,2023-05-25 06:00:00,114,114,22.0,2508.0,2023-05-30,2023-05-30 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00579,P003,Caesar Salad Mix,Vegetables,2023-05-25,2023-05-25 06:00:00,148,148,4.5,666.0,2023-05-29,2023-05-29 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00580,P004,Tiramisu Dessert,Desserts,2023-05-25,2023-05-25 06:00:00,105,105,5.0,525.0,2023-05-28,2023-05-28 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00581,P005,Grilled Chicken Breast,Meat,2023-05-25,2023-05-25 06:00:00,162,162,8.0,1296.0,2023-05-29,2023-05-29 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00582,P006,Lobster Tail,Seafood,2023-05-25,2023-05-25 06:00:00,46,46,35.0,1610.0,2023-05-27,2023-05-27 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00583,P007,Pasta Carbonara,Pasta,2023-05-25,2023-05-25 06:00:00,181,181,6.0,1086.0,2023-06-01,2023-06-01 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00584,P008,French Onion Soup,Soups,2023-05-25,2023-05-25 06:00:00,123,123,3.5,430.5,2023-05-30,2023-05-30 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00585,P009,Chocolate Lava Cake,Desserts,2023-05-25,2023-05-25 06:00:00,103,103,4.0,412.0,2023-05-29,2023-05-29 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00586,P010,Craft Beer (Draft),Beverages,2023-05-25,2023-05-25 06:00:00,239,239,3.0,717.0,2023-06-08,2023-06-08 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00587,P011,House Wine (Glass),Beverages,2023-05-25,2023-05-25 06:00:00,167,167,4.0,668.0,2023-06-24,2023-06-24 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00588,P012,Ice Cream Sundae,Desserts,2023-05-25,2023-05-25 06:00:00,71,71,3.0,213.0,2023-07-24,2023-07-24 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00589,P001,Fresh Salmon Fillet,Seafood,2023-05-28,2023-05-28 06:00:00,71,71,18.5,1313.5,2023-05-31,2023-05-31 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00590,P002,Ribeye Steak,Meat,2023-05-28,2023-05-28 06:00:00,86,86,22.0,1892.0,2023-06-02,2023-06-02 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00591,P003,Caesar Salad Mix,Vegetables,2023-05-28,2023-05-28 06:00:00,128,128,4.5,576.0,2023-06-01,2023-06-01 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00592,P004,Tiramisu Dessert,Desserts,2023-05-28,2023-05-28 06:00:00,121,121,5.0,605.0,2023-05-31,2023-05-31 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00593,P005,Grilled Chicken Breast,Meat,2023-05-28,2023-05-28 06:00:00,145,145,8.0,1160.0,2023-06-01,2023-06-01 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00594,P006,Lobster Tail,Seafood,2023-05-28,2023-05-28 06:00:00,37,37,35.0,1295.0,2023-05-30,2023-05-30 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00595,P007,Pasta Carbonara,Pasta,2023-05-28,2023-05-28 06:00:00,207,207,6.0,1242.0,2023-06-04,2023-06-04 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00596,P008,French Onion Soup,Soups,2023-05-28,2023-05-28 06:00:00,130,130,3.5,455.0,2023-06-02,2023-06-02 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00597,P009,Chocolate Lava Cake,Desserts,2023-05-28,2023-05-28 06:00:00,105,105,4.0,420.0,2023-06-01,2023-06-01 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00598,P010,Craft Beer (Draft),Beverages,2023-05-28,2023-05-28 06:00:00,232,232,3.0,696.0,2023-06-11,2023-06-11 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00599,P011,House Wine (Glass),Beverages,2023-05-28,2023-05-28 06:00:00,175,175,4.0,700.0,2023-06-27,2023-06-27 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00600,P012,Ice Cream Sundae,Desserts,2023-05-28,2023-05-28 06:00:00,68,68,3.0,204.0,2023-07-27,2023-07-27 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00601,P001,Fresh Salmon Fillet,Seafood,2023-05-31,2023-05-31 06:00:00,72,72,18.5,1332.0,2023-06-03,2023-06-03 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00602,P002,Ribeye Steak,Meat,2023-05-31,2023-05-31 06:00:00,91,91,22.0,2002.0,2023-06-05,2023-06-05 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00603,P003,Caesar Salad Mix,Vegetables,2023-05-31,2023-05-31 06:00:00,131,131,4.5,589.5,2023-06-04,2023-06-04 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00604,P004,Tiramisu Dessert,Desserts,2023-05-31,2023-05-31 06:00:00,98,98,5.0,490.0,2023-06-03,2023-06-03 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00605,P005,Grilled Chicken Breast,Meat,2023-05-31,2023-05-31 06:00:00,142,142,8.0,1136.0,2023-06-04,2023-06-04 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00606,P006,Lobster Tail,Seafood,2023-05-31,2023-05-31 06:00:00,39,39,35.0,1365.0,2023-06-02,2023-06-02 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00607,P007,Pasta Carbonara,Pasta,2023-05-31,2023-05-31 06:00:00,162,162,6.0,972.0,2023-06-07,2023-06-07 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00608,P008,French Onion Soup,Soups,2023-05-31,2023-05-31 06:00:00,125,125,3.5,437.5,2023-06-05,2023-06-05 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00609,P009,Chocolate Lava Cake,Desserts,2023-05-31,2023-05-31 06:00:00,99,99,4.0,396.0,2023-06-04,2023-06-04 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00610,P010,Craft Beer (Draft),Beverages,2023-05-31,2023-05-31 06:00:00,282,282,3.0,846.0,2023-06-14,2023-06-14 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00611,P011,House Wine (Glass),Beverages,2023-05-31,2023-05-31 06:00:00,164,164,4.0,656.0,2023-06-30,2023-06-30 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00612,P012,Ice Cream Sundae,Desserts,2023-05-31,2023-05-31 06:00:00,91,91,3.0,273.0,2023-07-30,2023-07-30 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00613,P001,Fresh Salmon Fillet,Seafood,2023-06-03,2023-06-03 06:00:00,86,86,18.5,1591.0,2023-06-06,2023-06-06 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00614,P002,Ribeye Steak,Meat,2023-06-03,2023-06-03 06:00:00,83,83,22.0,1826.0,2023-06-08,2023-06-08 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00615,P003,Caesar Salad Mix,Vegetables,2023-06-03,2023-06-03 06:00:00,168,168,4.5,756.0,2023-06-07,2023-06-07 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00616,P004,Tiramisu Dessert,Desserts,2023-06-03,2023-06-03 06:00:00,133,133,5.0,665.0,2023-06-06,2023-06-06 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00617,P005,Grilled Chicken Breast,Meat,2023-06-03,2023-06-03 06:00:00,138,138,8.0,1104.0,2023-06-07,2023-06-07 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00618,P006,Lobster Tail,Seafood,2023-06-03,2023-06-03 06:00:00,36,36,35.0,1260.0,2023-06-05,2023-06-05 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00619,P007,Pasta Carbonara,Pasta,2023-06-03,2023-06-03 06:00:00,201,201,6.0,1206.0,2023-06-10,2023-06-10 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00620,P008,French Onion Soup,Soups,2023-06-03,2023-06-03 06:00:00,143,143,3.5,500.5,2023-06-08,2023-06-08 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00621,P009,Chocolate Lava Cake,Desserts,2023-06-03,2023-06-03 06:00:00,87,87,4.0,348.0,2023-06-07,2023-06-07 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00622,P010,Craft Beer (Draft),Beverages,2023-06-03,2023-06-03 06:00:00,236,236,3.0,708.0,2023-06-17,2023-06-17 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00623,P011,House Wine (Glass),Beverages,2023-06-03,2023-06-03 06:00:00,188,188,4.0,752.0,2023-07-03,2023-07-03 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00624,P012,Ice Cream Sundae,Desserts,2023-06-03,2023-06-03 06:00:00,82,82,3.0,246.0,2023-08-02,2023-08-02 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00625,P001,Fresh Salmon Fillet,Seafood,2023-06-06,2023-06-06 06:00:00,86,86,18.5,1591.0,2023-06-09,2023-06-09 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00626,P002,Ribeye Steak,Meat,2023-06-06,2023-06-06 06:00:00,94,94,22.0,2068.0,2023-06-11,2023-06-11 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00627,P003,Caesar Salad Mix,Vegetables,2023-06-06,2023-06-06 06:00:00,146,146,4.5,657.0,2023-06-10,2023-06-10 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00628,P004,Tiramisu Dessert,Desserts,2023-06-06,2023-06-06 06:00:00,125,125,5.0,625.0,2023-06-09,2023-06-09 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00629,P005,Grilled Chicken Breast,Meat,2023-06-06,2023-06-06 06:00:00,137,137,8.0,1096.0,2023-06-10,2023-06-10 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00630,P006,Lobster Tail,Seafood,2023-06-06,2023-06-06 06:00:00,36,36,35.0,1260.0,2023-06-08,2023-06-08 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00631,P007,Pasta Carbonara,Pasta,2023-06-06,2023-06-06 06:00:00,195,195,6.0,1170.0,2023-06-13,2023-06-13 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00632,P008,French Onion Soup,Soups,2023-06-06,2023-06-06 06:00:00,150,150,3.5,525.0,2023-06-11,2023-06-11 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00633,P009,Chocolate Lava Cake,Desserts,2023-06-06,2023-06-06 06:00:00,99,99,4.0,396.0,2023-06-10,2023-06-10 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00634,P010,Craft Beer (Draft),Beverages,2023-06-06,2023-06-06 06:00:00,267,267,3.0,801.0,2023-06-20,2023-06-20 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00635,P011,House Wine (Glass),Beverages,2023-06-06,2023-06-06 06:00:00,169,169,4.0,676.0,2023-07-06,2023-07-06 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00636,P012,Ice Cream Sundae,Desserts,2023-06-06,2023-06-06 06:00:00,80,80,3.0,240.0,2023-08-05,2023-08-05 23:59:00,60,60,Normal,Refrigerated,SUP_005
BATCH_00637,P001,Fresh Salmon Fillet,Seafood,2023-06-09,2023-06-09 06:00:00,83,83,18.5,1535.5,2023-06-12,2023-06-12 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00638,P002,Ribeye Steak,Meat,2023-06-09,2023-06-09 06:00:00,89,89,22.0,1958.0,2023-06-14,2023-06-14 23:59:00,5,5,Normal,Refrigerated,SUP_001
BATCH_00639,P003,Caesar Salad Mix,Vegetables,2023-06-09,2023-06-09 06:00:00,136,136,4.5,612.0,2023-06-13,2023-06-13 23:59:00,4,4,Normal,Refrigerated,SUP_005
BATCH_00640,P004,Tiramisu Dessert,Desserts,2023-06-09,2023-06-09 06:00:00,110,110,5.0,550.0,2023-06-12,2023-06-12 23:59:00,3,3,Normal,Refrigerated,SUP_003
BATCH_00641,P005,Grilled Chicken Breast,Meat,2023-06-09,2023-06-09 06:00:00,136,136,8.0,1088.0,2023-06-13,2023-06-13 23:59:00,4,4,Normal,Refrigerated,SUP_003
BATCH_00642,P006,Lobster Tail,Seafood,2023-06-09,2023-06-09 06:00:00,37,37,35.0,1295.0,2023-06-11,2023-06-11 23:59:00,2,2,Warning,Refrigerated,SUP_005
BATCH_00643,P007,Pasta Carbonara,Pasta,2023-06-09,2023-06-09 06:00:00,162,162,6.0,972.0,2023-06-16,2023-06-16 23:59:00,7,7,Normal,Room Temperature,SUP_005
BATCH_00644,P008,French Onion Soup,Soups,2023-06-09,2023-06-09 06:00:00,123,123,3.5,430.5,2023-06-14,2023-06-14 23:59:00,5,5,Normal,Room Temperature,SUP_004
BATCH_00645,P009,Chocolate Lava Cake,Desserts,2023-06-09,2023-06-09 06:00:00,85,85,4.0,340.0,2023-06-13,2023-06-13 23:59:00,4,4,Normal,Refrigerated,SUP_001
BATCH_00646,P010,Craft Beer (Draft),Beverages,2023-06-09,2023-06-09 06:00:00,301,301,3.0,903.0,2023-06-23,2023-06-23 23:59:00,14,14,Normal,Room Temperature,SUP_004
BATCH_00647,P011,House Wine (Glass),Beverages,2023-06-09,2023-06-09 06:00:00,204,204,4.0,816.0,2023-07-09,2023-07-09 23:59:00,30,30,Normal,Room Temperature,SUP_003
BATCH_00648,P012,Ice Cream Sundae,Desserts,2023-06-09,2023-06-09 06:00:00,87,87,3.0,261.0,2023-08-08,2023-08-08 23:59:00,60,60,Normal,Refrigerated,SUP_005
